query_hist,current_time,memory_type,memory_subtype,content,place,related_person,start_time_has_hour,start_time,end_time,remind_time,is_repeat_time,repeat_freq,repeat_value,repeat_last_time
用户:帮我记下周日8点有个团队会议; 你:8点到9点已经有健身私教课了。闺蜜聚会要换个时间吗？; 用户:改到晚上8点吧。; 你:好的，会持续多久啊？; 用户:大概2小时吧。; 你:什么时间提醒你？; 用户:提前1小时提醒我,`2025-06-30 05:50:17,日程,会议,团队会议,,,是,`2025-07-06 20:00:00,`2025-07-06 22:00:00,`2025-07-06 19:00:00,否,,,
用户:帮我记下周日下午3点有个团队会议; 你:好的，会持续多久啊？; 用户:大概2小时吧。; 你:什么时间提醒你？; 用户:提前1小时提醒我,`2025-06-30 05:50:17,日程,会议,团队会议,,,是,`2025-07-06 15:00:00,`2025-07-06 17:00:00,`2025-07-06 14:00:00,否,,,
用户:麻烦帮我安排下周一7点有个季度复盘会; 你:7点到9点已经有健身私教课了。闺蜜聚会要换个时间吗？; 用户:改到下午5点吧。; 你:好的，这个会议大概要开多久呀？; 用户:预计2小时左右; 你:提前3小时提醒你，可以吗？; 用户:没问题,`2025-06-30 05:50:17,日程,会议,季度复盘会,,,是,`2025-07-07 17:00:00,`2025-07-07 19:00:00,`2025-07-07 14:00:00,否,,,
用户:下周二6点帮我记录个客户拜访; 你:好的，你:6点到9点已经有健身私教课了。闺蜜聚会要换个时间吗？; 用户:改到10点吧。; 你:好的，大概要多久啊？; 用户:差不多2小时吧; 你:提前半小时提醒你，可以吗？; 用户:行,`2025-06-30 05:50:17,日程,约见,客户拜访,,客户,是,`2025-07-08 10:00:00,`2025-07-08 12:00:00,`2025-07-08 09:30:00,否,,,
用户:帮我记下下周三7点有个团队复盘会; 你:7点到9点已经有健身私教课了。闺蜜聚会要换个时间吗？; 用户:改到17点吧。; 你:好的，会持续多久啊？; 用户:大概1小时吧。; 你:提前15分钟叫你，成不？; 用户:ok,`2025-06-30 05:50:17,日程,会议,团队复盘会,,,是,`2025-07-09 17:00:00,`2025-07-09 18:00:00,`2025-07-09 16:45:00,否,,,
用户:帮我记下下周四晚上8点有个项目讨论会; 你:晚上8点到9点已经有健身私教课了。闺蜜聚会要换个时间吗？; 用户:改到下午3点吧。; 你:好的，大概要开多久呀？; 用户:差不多1小时吧; 你:提前15分钟提醒你可以吗？; 用户:没问题,`2025-06-30 05:50:17,日程,会议,项目讨论会,,,是,`2025-07-10 15:00:00,`2025-07-10 16:00:00,`2025-07-10 14:45:00,否,,,
用户:帮我记下下周五凌晨2点有个项目汇报会; 你:2点到3点已经有健身私教课了。闺蜜聚会要换个时间吗？; 用户:改到下午2点吧。; 你:好的，这个会议大概要开多久呀？; 用户:大概1小时吧。; 你:什么时间提醒你？; 用户:提前1小时提醒我,`2025-06-30 05:50:17,日程,会议,项目汇报会,,,是,`2025-07-11 14:00:00,`2025-07-11 15:00:00,`2025-07-11 13:00:00,否,,,
用户:帮我记下下周六晚上8点有个团队培训; 你:晚上8点到9点已经有健身私教课了。闺蜜聚会要换个时间吗？; 用户:改到8点吧。; 你:好的，大概要多长时间呀？; 用户:差不多2个小时吧; 你:提前半小时提醒你，可以吗？; 用户:ok,`2025-06-30 05:50:17,日程,会议,团队培训,,,是,`2025-07-12 08:00:00,`2025-07-12 10:00:00,`2025-07-12 07:30:00,否,,,
用户:帮我记下下周日8点有个家庭聚餐; 你:8点到9点已经有健身私教课了。闺蜜聚会要换个时间吗？; 用户:改到晚上8点吧。; 你:好的，提前2小时提醒你可以吗？; 用户:没问题,`2025-06-30 05:50:17,日程,家庭,家庭聚餐,,,是,`2025-07-13 20:00:00,,`2025-07-13 18:00:00,否,,,
用户:帮我记一下下周日8点有个家庭聚餐; 你:8点到9点已经有健身私教课了。闺蜜聚会要换个时间吗？; 用户:改到中午12吧。; 你:好的，会持续多久啊？; 用户:大概1小时吧。; 你:什么时间提醒你？; 用户:提前1小时提醒我,`2025-06-30 05:50:17,日程,家庭,家庭聚餐,,,是,`2025-07-13 12:00:00,`2025-07-13 13:00:00,`2025-07-13 11:00:00,否,,,
用户:帮我记下明天下午2点有个客户会议; 你:明天下午两点到下午4点已经有客户会议了。客户会议要换个时间吗？; 用户:换成上午9点，赶在客户下班前。; 你:好嘞，在哪儿开呀？; 用户:客户公司会议室; 你:好的，会持续多久啊？; 用户:大概一个小时吧。; 你:提前十五分钟叫你成不？; 用户:成,`2025-06-27 03:35:44,日程,会议,客户会议,客户公司会议室,,是,`2025-06-28 09:00:00,`2025-06-28 10:00:00,`2025-06-28 08:45:00,否,,,
用户:周三上午10点我要去上英语课; 你:下周三上午10点半到上午11点半已经有面试了。上英语课要换个时间吗？; 用户:好的，那我把英语课的时间调整到上午9点到10点。; 你:好嘞，提前多久提醒你啊？; 用户:一个小时,`2025-06-28 13:23:22,日程,学习,上英语课,,,是,`2025-07-02 09:00:00,`2025-07-02 10:00:00,`2025-07-02 08:00:00,否,,,
用户:周四上午10点我要去北京汽车展; 你:周四上午10点半到上午11点半已经有面试了。去健身房要换个时间吗？; 用户:好的，那调整到上午9点,`2025-06-25 08:58:23,日程,展会,去北京汽车展,北京,,是,`2025-07-02 09:00:00,,,否,,,
用户:周五晚上7点有个饭局; 你:收到，提前多久提醒你？; 用户:20分钟  ,`2025-06-24 04:34:57,日程,约见,饭局,,,是,`2025-06-27 19:00:00,,`2025-06-27 18:40:00,否,,,
用户:下周一下午3点到5点有个项目评审会; 你:收到咧，在哪儿开呀？; 用户:改到下周二上午10点开。; 你:好嘞，提前15分钟叫你，行不？; 用户:别定闹钟了，我自己记得住。; 你:收到啦，要持续多久呀？; 用户:大概1个小时吧。,`2025-06-24 09:22:13,日程,会议,项目评审会,,,是,`2025-07-01 10:00:00,`2025-07-01 11:00:00,,否,,,
用户:后天上午我要去医院体检; 你:好的，啥时候开始？; 用户:上午九点开始; 你:好嘞，啥时候提醒你？; 用户:明天下午三点提醒我一下。  ,`2025-06-24 20:07:34,日程,健康,去医院体检,,,是,`2025-06-26 09:00:00,,`2025-06-25 15:00:00,否,,,
用户:明天下午4点约了张总谈合作; 你:好的，要开多久啊？在哪儿开呀？; 用户:大概1小时吧，就在公司会议室。; 你:好嘞，提前15分钟提醒你哈？; 用户:好的,`2025-06-25 23:40:14,日程,约见,约张总谈合作,公司会议室,张总,是,`2025-06-26 16:00:00,`2025-06-26 17:00:00,`2025-06-26 15:45:00,否,,,
用户:这周六上午10点要去接机; 你:周六上午10点到上午11点已经有线上会议了。去接机要换个时间吗？; 用户:调整接机到下周日。; 你:没问题，提前3小时叫你，可以吗？; 用户:好的，没问题。,`2025-06-27 16:01:37,日程,约见,接机,,,是,`2025-07-06 10:00:00,,`2025-07-06 07:00:00,否,,,
用户:下周三全天要参加行业峰会; 你:好嘞，在哪儿开呀？; 用户:上海国际会展中心; 你:好的，周三晚上8点提醒你，行不？; 用户:好的，没问题。,`2025-06-26 10:25:39,日程,展会,参加行业峰会,上海国际会展中心,,是,`2025-07-02 08:00:00,`2025-07-02 20:00:00,`2025-07-01 20:00:00,否,,,
用户:周四下午3点到4点有个电话会议; 你:好嘞，在哪儿开呀？; 用户:视频会议; 你:好嘞，提前15分钟提醒你，行不？; 用户:好的，没问题。,`2025-06-27 03:53:19,日程,会议,电话会议,视频会议,,是,`2025-07-03 15:00:00,`2025-07-03 16:00:00,`2025-07-03 14:45:00,否,,,
用户:下个月5号要交季度报告; 你:好嘞，啥时候开始？; 用户:下午两点; 你:下午两点已经被社团活动占了。下个月5号要交季度报告需要改个时间吗？; 用户:不用改，我可以提前完成社团活动。; 你:没问题，啥时候提醒你？; 用户:下午一点,`2025-06-27 01:57:03,待办,工作,交季度报告,,,是,`2025-07-05 14:00:00,,`2025-07-05 13:00:00,否,,,
用户:明天中午12点和李经理吃饭; 你:没问题，要多久啊？在哪碰头？; 用户:大概一小时，停车场见。; 你:没问题，啥时候提醒你？; 用户:11点。  ,`2025-06-29 06:22:03,日程,约见,和李经理吃饭,停车场,李经理,是,`2025-06-30 12:00:00,`2025-06-30 13:00:00,`2025-06-30 11:00:00,否,,,
用户:下周二上午9点要面试新人; 你:上午9点已经被与客户谈合同占了。面试新人需要改个时间吗？; 用户:好的，那把面试时间调整到下周二上午10点吧。;你:好的，要开多久啊？在哪儿开呀？; 用户:面试预计开1小时，地点在公司会议室。; 你:提前15分钟提醒你啊？; 用户:好的，没问题。,`2025-06-28 13:33:28,日程,面试,面试新人,公司会议室,,是,`2025-07-01 10:00:00,`2025-07-01 11:00:00,`2025-07-01 09:45:00,否,,,
用户:这周五晚上6点参加同学聚会; 你:没问题，哪儿见呀？; 用户:在市中心的餐厅。; 你:收到啦，啥时候提醒你呀？; 用户:提前2小时提醒,`2025-06-29 15:42:17,日程,应酬,参加同学聚会,市中心的餐厅,同学,是,`2025-06-27 18:00:00,,`2025-06-27 16:00:00,否,,,
用户:明天早上8点要赶高铁; 你:好嘞，提前仨小时叫你哈？; 用户:别三小时了，提前俩小时就行。  ,`2025-06-26 06:53:31,日程,出行,赶高铁,,,是,`2025-06-27 08:00:00,,`2025-06-27 06:00:00,否,,,
用户:下周三下午2点到4点参加培训; 你:下周三下午两点到下午4点，有2个日程，参加培训要换个时间吗？; 用户:这个时间对我没问题，不需要调整。; 你:没问题，在哪儿开会？; 用户:会议室A; 你:好的，提前15分钟叫你成吗？; 用户:成，谢谢。,`2025-06-26 19:47:55,日程,培训,参加培训,会议室A,,是,`2025-07-02 14:00:00,`2025-07-02 16:00:00,`2025-07-02 13:30:00,否,,,
用户:这周日全天家庭日; 你:好嘞，提前一天晚上8点提醒你，行吗？用户: 可以,`2025-06-24 20:42:31,日程,家庭,家庭日,,,是,`2025-06-29 08:00:00,`2025-06-29 20:00:00,`2025-06-28 20:00:00,否,,,
用户:下周五下午3点要见投资人; 你:下周五下午3点到下午4点已经有部门例会了。下周五下午3点要见投资人要换个时间吗？; 用户:好。,`2025-06-26 00:32:21,日程,约见,见投资人,,投资人,是,,,,否,,,
用户:下周五下午3点要见投资人; 你:下周五下午3点到下午4点已经有部门例会了。下周五下午3点要见投资人要换个时间吗？; 用户:好，改到4点。,`2025-06-29 18:27:45,日程,约见,见投资人,,投资人,是,`2025-07-04 16:00:00,,,否,,,
用户:过几天要去北京出差; 你:收到啦，啥时候开始啊？; 用户:下周二早上八点; 你:好嘞，提前3小时叫你成不？; 用户:改成下周三走吧，周二不太方便。; ,`2025-06-28 21:20:14,日程,差旅,去北京出差,北京,,是,`2025-07-02 08:00:00,,,否,,,
用户:明天晚上7点看牙医; 你:明天下午6点到晚上8点已经有面试了。看牙医要换个时间吗？; 用户:好的，那我改到明天上午10点吧。; 你:好嘞，啥时候提醒你？; 用户:提前10分钟提醒。,`2025-06-28 05:14:27,日程,就医,看牙医,,,是,`2025-06-29 10:00:00,,`2025-06-29 09:50:00,否,,,
用户:帮我记一下明天下午的客户会议; 你:啥时候开始啊？要多久？; 用户:后天上午九点，预计两小时。; 你:下周二上午10点到上午11点，还有项目评审会，可能比较赶，客户会议要换个时间吗？; 用户:客户会议可以改到下周三上午9点; ,`2025-06-29 02:41:45,日程,会议,客户会议,,客户,是,`2025-07-02 09:00:00,`2025-07-02 11:00:00,,否,,,
用户:提醒我今晚健身; 你:没问题，几点提醒你？; 用户:晚上8点提醒我  ,`2025-06-29 13:43:46,待办,运动,健身,,,是,`2025-06-29 20:00:00,,`2025-06-29 20:00:00,否,,,
用户:帮我记下明天要买生日礼物; 你:好嘞，啥时候提醒你？; 用户:明天下午2点提醒我。,`2025-06-28 00:33:21,待办,购物,买生日礼物,,,是,`2025-06-29 14:00:00,,`2025-06-29 14:00:00,否,,,
用户:记下周三团队聚餐; 你:好嘞，啥时候开始？; 用户:下周三晚上六点开始; 你:下周三下午6点到晚上9点已经有同学聚会了。下周三团队聚餐要换个时间吗？; 用户:改到这周四晚上六点; 你:那我提前多久提醒你呀？; 用户:设置开始前10分钟提醒。,`2025-06-30 09:48:18,日程,应酬,团队聚餐,,,是,`2025-07-03 18:00:00,,`2025-07-03 17:50:00,否,,,
用户:记下周三团队聚餐; 你:好嘞，啥时候开始？; 用户:下周三晚上六点开始; 你:下周三下午6点到晚上9点已经有同学聚会了。下周三团队聚餐要换个时间吗？; 用户:改到下周四晚上六点; 你:那我提前多久提醒你呀？; 用户:设置开始前10分钟提醒。,`2025-06-30 09:48:18,日程,应酬,团队聚餐,,,是,`2025-07-10 18:00:00,,`2025-07-10 17:50:00,否,,,
用户:提醒我明天给妈妈打电话; 你:没问题，几点提醒你？; 用户:中午十二点提醒我,`2025-06-25 12:08:07,待办,,给妈妈打电话,,妈妈,是,`2025-06-26 12:00:00,,`2025-06-26 12:00:00,否,,,
用户:记下下周要出差; 你:好嘞，啥时候开始？; 用户:下周一下午两点; 你:周日下午两点到下午3点已经有拍全家福了。出差要换个时间吗？; 用户:不改。; ,`2025-06-27 12:05:49,日程,差旅,出差,,,是,`2025-06-30 14:00:00,,,否,,,
用户:帮我记下每月15号交房租; 你:好嘞，几点提醒你？; 用户:上午十点提醒我  ,`2025-06-25 19:19:20,待办,生活,交房租,,,是,`2025-07-15 10:00:00,,`2025-07-15 10:00:00,是,月,15,
用户:记下周末要洗车; 你:没问题，啥时候提醒你？; 用户:今晚10点提醒我; ,`2025-06-26 01:03:23,待办,生活,洗车,,,是,,,`2025-07-26 22:00:00,否,,,
用户:提醒我明天带文件; 你:好嘞，几点提醒你？; 用户:明天早上8点提醒我带文件。,`2025-06-25 10:55:33,待办,工作,带文件,,,是,`2025-06-26 08:00:00,,`2025-06-26 08:00:00,否,,,
用户:记下下周一项目汇报; 你:好呀，啥时候开始？要多久啊？; 用户:下周一上午11点开始，应该很快，20分钟左右。你:那啥时候提醒你啊？; 用户:提前15分钟。,`2025-06-24 10:15:10,日程,会议,项目汇报,,,是,`2025-06-30 11:00:00,`2025-06-30 11:20:00,`2025-06-30 10:45:00,否,,,
用户:记下月底要交报销单; 你:好嘞，啥时候提醒你？; 用户:后天下午三点提醒我,`2025-06-26 14:39:43,待办,工作,月底要交报销单,,,是,`2025-06-28 15:00:00,,`2025-06-28 15:00:00,否,,,
用户:帮我记下周六同学聚会; 你:好嘞，啥时候开始？多久啊？; 用户:下午三点开始，大概两小时; 你:周六下午3点到下午5点已经有同学聚餐了。同学聚会要换个时间吗？; 用户:那把聚会改到周日下午4点开始吧,`2025-06-28 22:54:01,日程,应酬,同学聚会,,同学,是,`2025-06-29 16:00:00,`2025-06-29 18:00:00,,否,,,
用户:提醒我明天取干洗衣物; 你:好嘞，几点提醒你？; 用户:七点提醒我，谢谢。;,`2025-06-29 09:42:52,待办,生活,取干洗衣物,,,是,`2025-06-30 07:00:00,,`2025-06-30 07:00:00,否,,,
用户:下周六全天家具采购,`2025-06-30 19:51:58,待办,购物,家具采购,,,是,`2025-07-12 08:00:00,`2025-07-12 20:00:00,,否,,,
用户:下周六全天美容; 你:提前一天晚上8点提醒你，好吗？; 用户:好的,`2025-06-30 19:51:58,日程,美容,美容,,,是,`2025-07-12 08:00:00,`2025-07-12 20:00:00,`2025-07-11 20:00:00,否,,,
用户:下周六全天家长会; 你:提前一天晚上8点提醒你，好吗？; 用户:不用提醒这么早，当天提醒我就行,`2025-06-30 19:51:58,日程,会议,家长会,,,是,`2025-07-12 08:00:00,`2025-07-12 20:00:00,`2025-07-12 08:00:00,否,,,
用户:周四早上7点晨跑; 你:是周四早上七点提醒你吗？; 用户:麻烦你把时间调整为周四早上七点十五分。,`2025-06-29 08:32:21,待办,运动,晨跑,,,是,`2025-07-03 07:15:00,,`2025-07-03 07:15:00,否,,,
用户:下周一全天在家带娃; 你:周一下午4点到晚上8点，还有健身房私教课，带运动服，可能比较赶，在家带娃要换个时间吗？; 用户:私教课能不能改到周二？我想专心带娃周一整天。; 你:没问题，提前多久提醒你？; 用户:30分钟,`2025-06-24 08:57:27,日程,家庭,在家带娃,,,是,`2025-06-30 08:00:00,`2025-06-30 20:00:00,`2025-06-30 07:30:00,否,,,
用户:明天晚上8点线上课程; 你:明天晚上8点半到晚上9点，还有书法交流，可能比较赶，线上课程要换个时间吗？; 用户:明天晚上8点开始上课。; 你:好嘞，啥时候提醒你？; 用户:明天晚上7点50提醒我。,`2025-06-24 08:06:38,日程,学习,线上课程,,,是,`2025-06-25 20:00:00,,`2025-06-25 19:50:00,否,,,
用户:下周日全天装修监工; 你:下周日下午5点半到晚上8点，还有志愿者服务，可能比较赶，装修监工要换个时间吗？; 用户:这个时间确实有点赶，要不把志愿者服务请假一下吧;  你:提前一天晚上8点提醒你，好吗？; 用户:好的,`2025-06-28 15:59:06,日程,工作,装修监工,,,是,`2025-07-06 08:00:00,`2025-07-06 20:00:00,`2025-07-05 20:00:00,否,,,
用户:下周四下午5点接机; 你：什么时间提醒你？; 用户:上午十点提醒吧,`2025-06-30 22:37:09,日程,出行,接机,,,是,`2025-07-10 17:00:00,,`2025-07-10 10:00:00,否,,,
用户:下周五晚上6点部门庆功宴; 你:下周五下午6点到晚上7点，有3个日程，部门庆功宴要换个时间吗？; 用户:不改; 你:没问题，提前多久提醒你？; 用户:30分钟,`2025-06-26 02:48:48,日程,应酬,部门庆功宴,,,是,`2025-07-04 18:00:00,,`2025-07-04 17:30:00,否,,,
用户:下周三全天外出调研; 你:周三下午6点到晚上8点，还有同学聚会，可能比较赶，外出调研要换个时间吗？; 用户:不用换时间，我可以先参加完调研再赶去聚会。; 你:提前一天晚上8点提醒你，好吗？; 用户:好的,`2025-06-28 15:01:18,日程,工作,外出调研,,,是,`2025-07-02 08:00:00,`2025-07-02 20:00:00,`2025-07-01 20:00:00,否,,,
用户:周四晚上7点半家长会; 你:好的，持续多久啊？在哪儿开呀？; 用户:两小时，小区活动室; 你:行不？提前15分钟叫你啊！; 用户:提前半小时提醒，我怕堵车。,`2025-06-25 21:01:11,日程,会议,家长会,小区活动室,,是,`2025-06-26 19:30:00,`2025-06-26 21:30:00,`2025-06-26 19:00:00,否,,,
用户:下周一早上6点送父母旅游; 你:是周一早上六点提醒你吗？; 用户:对，就是周一早上六点提醒我。,`2025-06-25 23:05:28,待办,出行,送父母旅游,,父母,是,`2025-06-30 06:00:00,,`2025-06-30 06:00:00,否,,,
用户:明天下午3点新车保养; 你:明天下午三点提醒你？; 用户:是的，三点提醒,`2025-06-25 06:38:19,待办,生活,新车保养,,,是,`2025-06-26 15:00:00,,`2025-06-26 15:00:00,否,,,
用户:下周日全天搬家整理; 你:没问题，啥时候提醒你？; 用户:下周三中午十二点提醒,`2025-06-27 06:04:26,待办,生活,搬家整理,,,是,`2025-07-06 08:00:00,`2025-07-06 20:00:00,`2025-07-02 12:00:00,否,,,
用户:周三上午10点重要客户演示; 你:没问题，啥时候提醒你？; 用户:能在周三上午9点45分提醒我吗？,`2025-06-30 15:02:25,日程,会议,重要客户演示,,重要客户,是,`2025-07-02 10:00:00,,`2025-07-02 09:45:00,否,,,
用户:下周二下午3点宠物洗澡; 你:是下周二下午3点提醒你吗？; 用户:是的，下午三点提醒我。,`2025-06-29 20:04:04,待办,宠物,宠物洗澡,,,是,`2025-07-01 15:00:00,,`2025-07-01 15:00:00,否,,,
用户:记一下周五晚上8点剧本杀; 你:周五晚上8点提醒你？; 用户:改成周六下午3点提醒,`2025-06-30 12:44:54,日程,娱乐,剧本杀,,,是,`2025-07-05 15:00:00,,`2025-07-05 15:00:00,否,,,
用户:下个月8号缴纳车险; 你:好嘞，啥时候提醒你？; 用户:下午三点吧,`2025-06-24 01:55:50,待办,生活,缴纳车险,,,是,`2025-07-08 15:00:00,,`2025-07-08 15:00:00,否,,,
用户:周六全天家具安装; 你:周六上午9点到晚上8点，还有带孩子看病，可能比较赶，家具安装要换个时间吗？; 用户:好的，那把家具安装改到周日下午吧。; 你:收到，啥时候提醒你？; 用户:提前1小时提醒我,`2025-06-27 15:36:21,日程,生活,家具安装,,,是,`2025-06-29 14:00:00,`2025-06-29 20:00:00,`2025-06-29 13:00:00,否,,,
用户:明天下午4点眼镜验光; 你:明下午四点提醒你？; 用户:好的  ,`2025-06-30 20:47:20,待办,健康,眼镜验光,,,是,`2025-07-01 16:00:00,,`2025-07-01 16:00:00,否,,,
用户:下周四晚上7点相亲; 你:周四晚上7点半到晚上9点半已经有家长会了。相亲要换个时间吗？; 用户:家长会几点结束？我看看能不能调整一下相亲的时间。  ; 你:没问题，会持续多长时间？在哪儿相亲？; 用户:相亲大概会持续两个小时左右，在咖啡馆见,`2025-06-30 20:47:45,日程,约见,相亲,咖啡馆,,是,`2025-07-10 19:00:00,`2025-07-10 21:00:00,,否,,,
用户:周日早上9点带猫绝育; 你:周日上午九点提醒你？; 用户:好的  ,`2025-06-30 20:48:02,待办,宠物,带猫绝育,,,是,`2025-07-06 09:00:00,,`2025-07-06 09:00:00,否,,,
用户:下周五下午2点新车贴膜; 你:下午两点提醒你吗？; 用户:改成下周五下午三点提醒吧。  ,`2025-06-30 20:48:20,待办,生活,新车贴膜,,,是,`2025-07-11 15:00:00,,`2025-07-11 15:00:00,否,,,
用户:明天中午12点前同事聚会; 你:好呀，多久啊？在哪儿聚？; 用户:还是老地方公司会议室。  ; 你:好嘞，啥时候提醒你？; 用户:改成明天上午11点半提醒,`2025-06-30 20:48:50,日程,应酬,同事聚会,公司会议室,同事,是,`2025-07-01 12:00:00,,`2025-07-01 11:30:00,否,,,
用户:下周日下午3点亲子烘焙; 你:周日上午8点到晚上8点已经有搬家整理了。亲子烘焙要换个时间吗？; 用户:亲子烘焙还是维持原计划下周日下午3点，搬家整理时间再调整一下。  ; 你:收到，啥时候提醒你？; 用户:下周三早上9点提醒,`2025-06-30 20:49:16,日程,家庭,亲子烘焙,,,是,`2025-07-13 15:00:00,,`2025-07-09 09:00:00,否,,,
用户:周三全天设备调试; 你:周三下午两点到晚上8点，还有客户提案，可能比较赶，设备调试要换个时间吗？; 用户:客户提案时间能不能提前到上午？这样下午还能安排设备调试。; 你:没问题，啥时候提醒你？; 用户:不用提醒了，我自己安排。,`2025-06-30 20:49:46,日程,工作,设备调试,,,是,`2025-07-02 08:00:00,`2025-07-02 20:00:00,周三,上午,周三,下午,
用户:下个月15号缴纳车位费; 你:好嘞，啥时候提醒你？; 用户:下个月15号晚上7点提醒我,`2025-06-30 20:50:03,待办,生活,缴纳车位费,,,是,`2025-07-15 19:00:00,,`2025-07-15 19:00:00,否,,,
用户:周五晚上6点公司年会; 你:下午6点已经被部门聚餐占了。公司年会需要改个时间吗？; 用户:我觉得可以把年会改在周六上午10点，这样大家都能参加。; 你:好的，会持续多长时间？在哪儿开会？; 用户:好的,`2025-06-30 20:50:29,日程,庆典,公司年会,,,是,`2025-07-05 10:00:00,,,否,,,
用户:下周三上午10点签证取件; 你:周三上午十点提醒你？; 用户:好的，就定在周三上午十点提醒我吧。  ,`2025-06-30 20:50:45,待办,出行,签证取件,,,是,`2025-07-09 10:00:00,,`2025-07-09 10:00:00,否,,,
用户:明天下午1点试驾新车; 你:明天下午一点提醒你？; 用户:好的，设置明天下午一点的提醒。,`2025-06-30 20:47:29,待办,出行,试驾新车,,,是,`2025-07-01 13:00:00,,`2025-07-01 13:00:00,否,,,
用户:下周日全天家庭大扫除; 你:周日上午八点提醒你吗？; 用户:好的，就定在周日上午八点提醒我。  ,`2025-06-30 20:47:48,待办,家庭,家庭大扫除,,,是,`2025-07-13 08:00:00,`2025-07-13 20:00:00,`2025-07-13 08:00:00,否,,,
用户:周四晚上7点私教课; 你:周四晚上七点提醒你？; 用户:提前半小时提醒,`2025-06-30 20:48:05,日程,学习,私教课,,,是,`2025-07-03 19:00:00,,`2025-07-03 18:30:00,否,,,
用户:下周五全天行业展会; 你:下午5点还有和老李一起吃早点，可能比较赶，行业展会需要改个时间吗？; 用户:我看看有没有其他时间段可以调整。; 你:OK，啥时候提醒你？; 用户:不用提醒了，改成下周四上午。,`2025-06-30 20:48:30,日程,展会,行业展会,,,是,`2025-07-10 08:00:00,`2025-07-10 20:00:00,,否,,,
用户:周六早上6点赶高铁; 你:提前3小时提醒你？; 用户:好的,`2025-06-30 20:48:46,日程,出行,赶高铁,,,是,`2025-07-05 06:00:00,,`2025-07-05 03:00:00,否,,,
用户:下周三下午2点客户提案; 你:没问题，提前多久提醒你？; 用户:不设置提醒,`2025-06-30 20:49:05,日程,会议,客户提案,,客户,是,`2025-07-09 14:00:00,,,否,,,
用户:明天中午12点离职交接; 你:明天中午12点提醒你？; 用户:好的，就定在明天中午12点提醒我。  ,`2025-06-30 20:49:22,待办,工作,离职交接,,,是,`2025-07-01 12:00:00,,`2025-07-01 12:00:00,否,,,
用户:下周六家具收货; 你:什么时间提醒你？; 用户:上午八点准时提醒我家具收货。,`2025-06-30 20:49:40,待办,购物,家具收货,,,是,`2025-07-12 08:00:00,,`2025-07-12 08:00:00,否,,,
用户:周四早上7点晨练; 你:是周四早上七点提醒你？; 用户:不，改成周五早上七点提醒。  ,`2025-06-30 20:49:59,待办,运动,晨练,,,是,`2025-07-04 07:00:00,,`2025-07-04 07:00:00,否,,,
用户:下周一全天在家办公; 你:周一上午8点到晚上8点已经有封闭会议了。在家办公要换个时间吗？; 用户:不用换时间，我可以在会议间隙处理工作。  ; 你:好的，啥时候提醒你？; 用户:上午8点提醒我开始在家办公,`2025-06-30 20:50:29,日程,工作,在家办公,,,是,`2025-07-07 08:00:00,`2025-07-07 20:00:00,`2025-07-07 08:00:00,否,,,
用户:明天早上7点送孩子考级; 你:明早七点提醒你？; 用户:改成七点半提醒  ,`2025-06-30 20:47:19,待办,家庭,送孩子考级,,孩子,是,`2025-07-01 07:30:00,,`2025-07-01 07:30:00,否,,,
用户:周六全天家具选购; 你:周六上午9点到晚上8点，还有带孩子看病，可能比较赶，家具选购要换个时间吗？; 用户:那把家具选购改到周日吧，周日全天都方便。; 你:周日上午8点到晚上8点已经有搬家整理了。家具选购要换个时间吗？; 用户:不用; 你:好嘞，提前多久提醒你？; 用户:不用提醒,`2025-06-30 20:47:45,日程,购物,家具选购,,,是,`2025-07-06 08:00:00,`2025-07-06 20:00:00,,否,,,
用户:周四下午4点提醒我去美睫预约; 你:收到嘞，啥时候提醒你啊？; 用户:下午3点50提醒我  ,`2025-06-30 20:48:01,待办,美容,去美睫预约,,,是,`2025-07-03 16:00:00,,`2025-07-03 15:50:00,否,,,
用户:下周一全天封闭会议; 你:好嘞，在哪儿开会呀？; 用户:公司大会议室; 你:行，提前15分钟提醒你啊？; 用户:好的，没问题。,`2025-06-30 20:48:28,日程,会议,封闭会议,公司大会议室,,是,`2025-07-07 08:00:00,`2025-07-07 20:00:00,`2025-07-07 07:45:00,否,,,
用户:周日早上8点骑行活动; 你:周日上午8点到晚上8点已经有搬家整理了。骑行活动要换个时间吗？; 用户:搬家整理能不能提前一点结束？我真的很想参加这个骑行活动。  ; 你:好的，提前3小时叫你，行吗？; 用户:行，那就提前3小时叫我。,`2025-06-30 20:48:54,待办,运动,参加骑行活动,,,是,`2025-07-06 08:00:00,,`2025-07-06 05:00:00,否,,,
用户:下周四中午12点投资人午餐; 你:收到咧，要持续多久啊？投资人午餐在哪儿呀？; 用户:这次午餐安排了2个小时，结束后我们会去附近的会议室讨论细节。; 你:好嘞，啥时候提醒你？; 用户:提前15分钟提醒我吧。,`2025-06-30 20:49:24,日程,约见,投资人午餐，结束后去附近的会议室讨论细节,附近的会议室,投资人,是,`2025-07-10 12:00:00,`2025-07-10 14:00:00,`2025-07-10 11:45:00,否,,,
用户:明天晚上9点直播答疑; 你:收到，啥时候提醒你？; 用户:今晚10点提醒我。  ,`2025-06-30 20:49:43,日程,会议,直播答疑,,,是,`2025-07-01 21:00:00,,`2025-06-30 22:00:00,否,,,
