query_hist,current_time,memory_type,memory_subtype,content,place,related_person,start_time_has_hour,start_time_not_right,start_time,end_time,remind_time,is_repeat_time,repeat_freq,repeat_value,repeat_last_time,start_date_chinese,start_time_chinese,end_date_chinese,end_time_chinese,remind_date_chinese,remind_time_chinese
下周四下午两点有个重要的面试帮我记一下,`2025-06-27 13:58:28,日程,应酬,重要的面试,,,是,0,`2025-07-03 14:00:00,,,否,,,,下周四,下午两点,,,,
明天下午3点和客户张三电话沟通新产品方案，记一下,`2025-06-27 13:58:28,日程,应酬,和客户张三电话沟通新产品方案,,张三,是,0,`2025-06-28 15:00:00,,,否,,,,明天,下午3点,,,,
这周五晚上7点记得提醒我去健身房的瑜伽课,`2025-06-27 13:58:28,待办,运动,去健身房的瑜伽课,,,是,0,`2025-06-27 19:00:00,,`2025-07-04 19:00:00,否,,,,,晚上7点,,,这周五,晚上7点
下个月5号是我妈生日，提前一天提醒我买礼物,`2025-06-27 13:58:28,待办,家庭,买礼物,,我妈,否,1,,,,否,,,,下个月5号,,,,下个月4号,
记得每周一早上8点提醒我提交周报,`2025-06-27 13:58:28,待办,工作,提交周报,,,是,0,`2025-06-28 08:00:00,,`2025-06-28 08:00:00,是,周,1,,,早上8点,,,,早上8点
后天上午11点有个面试，地点在科技园A座3楼,`2025-06-27 13:58:28,日程,应酬,面试,科技园A座3楼,,是,0,`2025-06-29 11:00:00,,,否,,,,后天,上午11点,,,,
每周六早上10点要带狗狗去宠物医院做理疗,`2025-06-27 13:58:28,日程,健康,带狗狗去宠物医院做理疗,,,是,0,`2025-06-28 10:00:00,,,是,周,6,,每周六,早上10点,,,,
下周三是结婚纪念日，晚上6点提醒我订餐厅,`2025-06-27 13:58:28,待办,约见,订餐厅,,,否,1,,,,否,,,,,,,,下周三,晚上6点
每天早上7点半提醒我吃降压药,`2025-06-27 13:58:28,待办,健康,吃降压药,,,是,0,`2025-06-28 07:30:00,,`2025-06-28 07:30:00,是,日,1,,,早上7点半,,,,早上7点半
"下周四下午2点到4点要参加线上培训，主题是""AI应用实践""",`2025-06-27 13:58:28,日程,学习,AI应用实践,,,是,0,`2025-07-03 14:00:00,`2025-07-03 16:00:00,,否,,,,下周四,下午2点,下周四,下午4点,,
明天早上9点记得帮我约牙医诊所洗牙,`2025-06-27 13:58:28,待办,健康,约牙医诊所洗牙,,,是,0,`2025-06-28 09:00:00,,`2025-06-28 09:00:00,否,,,,明天,早上9点,,,明天,早上9点
周末要去超市采购，帮我记一下要买牛奶、鸡蛋和面包,`2025-06-27 13:58:28,待办,购物,买牛奶、鸡蛋和面包,,,否,1,,,,否,,,,,,,,,
下个月5号是老王生日，提前三天提醒我准备礼物,`2025-06-27 13:58:28,待办,礼物,准备礼物,,老王,否,1,,,,否,,,,下个月5号,,,,下个月2号,
每周二和周五晚上7点有瑜伽课，帮我设置成重复提醒,`2025-06-27 13:58:28,日程,运动,瑜伽课,,,是,0,`2025-06-27 19:00:00,`2025-06-30 20:00:00,,是,周,"2,5",,,晚上7点,,,,
这周五下班后要跟同事聚餐，地点在公司附近的火锅店  ,`2025-06-27 13:58:28,日程,应酬,跟同事聚餐,公司附近的火锅店,同事,否,1,,,,否,,,,这周五,下班后,,,,
下周一交季度报告，当天早上给我弹个提醒  ,`2025-06-27 13:58:28,待办,工作,交季度报告,,,否,1,,,,否,,,,下周一,,,,下周一,早上
每天早上8点提醒我吃药，持续一周,`2025-06-27 13:58:28,待办,健康,吃药,,,是,0,`2025-06-27 08:00:00,,`2025-06-27 08:00:00,是,日,1,2025-07-03 23:59:59,每天早上,8点,,,每天早上,8点
这周六带孩子去动物园玩，记得提醒我带防晒霜和水杯  ,`2025-06-27 13:58:28,日程,出行,带孩子去动物园玩,动物园,孩子,否,1,,,,否,,,,这周六,,,,这周六,
下周四上午10点有个视频会议，链接发我邮箱里,`2025-06-27 13:58:28,日程,会议,视频会议，链接发邮箱里,,,是,0,`2025-07-03 10:00:00,,,否,,,,下周四,上午10点,,,,
月底记得提醒我交房租和水电费,`2025-06-27 13:58:28,待办,健康,交房租和水电费,,,否,1,,,,否,,,,,,,,月底,
帮我记一下下周二下午3点要去医院复诊，在朝阳医院三楼内科,`2025-06-27 13:58:28,日程,就医,去医院复诊,朝阳医院三楼内科,,是,0,`2025-07-01 15:00:00,,,否,,,,下周二,下午3点,,,,
周五早上9点要交季度报告，提前两小时提醒我一下,`2025-06-27 13:58:28,待办,工作,交季度报告,,,是,0,`2025-06-27 09:00:00,,`2025-06-27 07:00:00,否,,,,周五,早上9点,,,周五,早上7点
这周六约了小王去爬山，早上8点在香山公园东门集合,`2025-06-27 13:58:28,日程,约见,约小王去爬山,香山公园东门,小王,是,0,`2025-06-28 08:00:00,,,否,,,,这周六,早上8点,,,,
下个月5号是妈妈生日，记得当天早上提醒我买蛋糕和鲜花,`2025-06-27 13:58:28,待办,家庭,买蛋糕和鲜花,,妈妈,否,1,,,,否,,,,下个月5号,早上,,,下个月5号,早上
每周三晚上8点有瑜伽课，帮我设置成每周重复提醒,`2025-06-27 13:58:28,日程,运动,瑜伽课,,,是,0,`2025-06-27 20:00:00,,,是,周,3,,每周三晚上8点,晚上8点,,,,
这周日要给客户发方案初稿，设置个下午4点的提醒,`2025-06-27 13:58:28,待办,工作,给客户发方案初稿,,客户,是,0,`2025-06-27 16:00:00,,`2025-07-06 16:00:00,否,,,,,下午4点,,,这周日,下午4点
每天晚上10点提醒我吃药，设置成每日重复,`2025-06-27 13:58:28,待办,健康,吃药,,,是,0,`2025-06-27 22:00:00,,`2025-06-27 22:00:00,是,日,1,,,晚上10点,,,,晚上10点
下个月15号要交房租，提前三天提醒我转账,`2025-06-27 13:58:28,待办,生活,交房租,,,否,1,,,,否,,,,下个月15号,,,,下个月12号,
帮我记一下下周二的体检预约，下午3点,`2025-06-27 13:58:28,日程,就医,体检预约,,,是,0,`2025-07-01 15:00:00,,,否,,,,下周二,下午3点,,,,
周五晚上8点记得提醒我买猫粮,`2025-06-27 13:58:28,待办,购物,买猫粮,,,是,0,`2025-06-27 20:00:00,,`2025-06-27 20:00:00,否,,,,周五,晚上8点,,,周五,晚上8点
下个月5号要交房租，提前三天提醒我,`2025-06-27 13:58:28,待办,生活,交房租,,,否,1,,,,否,,,,下个月5号,,,,下个月2号,
帮我记录每周三晚上7点的瑜伽课,`2025-06-27 13:58:28,日程,运动,瑜伽课,,,是,0,`2025-06-26 19:00:00,,,是,周,3,,每周三,晚上7点,,,,
记着这周六给妈妈打个电话祝她生日快乐,`2025-06-27 13:58:28,待办,家庭,给妈妈打个电话祝她生日快乐,,妈妈,否,1,,,,否,,,,这周六,,,,,
下周三上午10点半有个视频会议，帮我设个闹钟,`2025-06-27 13:58:28,日程,会议,视频会议,,,是,0,`2025-07-02 10:30:00,,`2025-07-02 10:30:00,否,,,,下周三,上午10点半,,,下周三,上午10点半
帮我记着每个月1号要还信用卡,`2025-06-27 13:58:28,待办,财务,还信用卡,,,否,1,,,,是,月,1,,,,,,,
帮我设置每天早上7点的起床提醒,`2025-06-27 13:58:28,待办,健康,起床,,,是,0,`2025-06-28 07:00:00,,`2025-06-28 07:00:00,是,日,1,,,早上7点,,,,早上7点
明天早上9点记得提醒我浇花,`2025-06-27 13:58:28,待办,健康,浇花,,,是,0,`2025-06-28 09:00:00,,`2025-06-28 09:00:00,否,,,,明天,早上9点,,,明天,早上9点
下个月15号是交房租的日子，设置个提醒,`2025-06-27 13:58:28,待办,生活,交房租,,,否,1,,,,否,,,,,,,,下个月15号,
周五晚上8点有线上会议，别忘啦,`2025-06-27 13:58:28,日程,会议,线上会议,,,是,0,`2025-06-27 20:00:00,,,否,,,,周五,晚上8点,,,,
记得每天下午3点提醒我吃药,`2025-06-27 13:58:28,待办,健康,吃药,,,是,0,`2025-06-27 15:00:00,,`2025-06-27 15:00:00,是,日,1,,,下午3点,,,,下午3点
下周三早上要带猫去打疫苗,`2025-06-27 13:58:28,日程,健康,带猫去打疫苗,,,否,1,,,,否,,,,下周三,早上,,,,
这周六闺蜜生日，提前一天提醒我买礼物,`2025-06-27 13:58:28,待办,购物,买礼物,,闺蜜,否,1,,,,否,,,,这周六,,,,提前一天,
每周一早上10点固定要开周会,`2025-06-27 13:58:28,日程,会议,开周会,,,是,0,`2025-06-27 10:00:00,,,是,周,1,,,每周一早上10点,,,,
双十一晚上12点抢购，帮我记着时间,`2025-06-27 13:58:28,日程,购物,双十一晚上12点抢购,,,是,0,`2025-11-11 23:58:00,,,否,,,,双十一,晚上12点,,,,
月底记得提醒我还信用卡,`2025-06-27 13:58:28,待办,健康,提醒还信用卡,,,否,1,,,,否,,,,,,,,月底,
明天早上9点记得提醒我开部门例会,`2025-06-27 13:58:28,待办,会议,开部门例会,,,是,0,`2025-06-28 09:00:00,,`2025-06-28 09:00:00,否,,,,明天,早上9点,,,明天,早上9点
周末要带宝宝去打疫苗，先记一下,`2025-06-27 13:58:28,日程,健康,带宝宝去打疫苗,,宝宝,否,1,,,,否,,,,,,,,,
下个月5号记得买生日礼物，老婆要过生日了,`2025-06-27 13:58:28,待办,购物,买生日礼物,,老婆,否,1,,,,否,,,,下个月5号,,,,下个月5号,
周五下班前要把报告发给王总，设个提醒,`2025-06-27 13:58:28,待办,工作,把报告发给王总,,王总,否,1,,,,否,,,,周五,下班前,,,周五,下班前
记得提醒我每周三晚上8点要上网课,`2025-06-27 13:58:28,待办,学习,上网课,,,是,0,`2025-06-27 20:00:00,,`2025-06-27 20:00:00,是,周,3,,,晚上8点,,,,晚上8点
下周二上午10点有个重要面试，提前半小时提醒我,`2025-06-27 13:58:28,日程,应酬,重要面试,,,是,0,`2025-07-01 10:00:00,,`2025-07-01 09:30:00,否,,,,下周二,上午10点,,,下周二,上午9点30分
每天下午3点要喝杯水，帮我记一下这个习惯,`2025-06-27 13:58:28,待办,习惯,要喝杯水,,,是,0,`2025-06-27 15:00:00,,,是,日,1,,,下午3点,,,,
下周要去医院复查牙齿，具体时间等医院通知来了再记,`2025-06-27 13:58:28,待办,就医,下周要去医院复查牙齿,,,否,1,,,,否,,,,,,,,,
月底前要交房租，提前三天提醒我转账,`2025-06-27 13:58:28,待办,财务,交房租,,,否,1,,,,否,,,,月底前,,,,提前三天,
后天早上记得提醒我去医院复查牙齿,`2025-06-27 13:58:28,待办,就医,去医院复查牙齿,,,否,1,,,,否,,,,后天早上,早上,,,后天早上,早上
周末约了小王吃饭，地点还没定，先记着这事,`2025-06-27 13:58:28,日程,约见,约了小王吃饭,,小王,否,1,,,,否,,,,,,,,,
下周三之前要交季度报告，千万别忘了,`2025-06-27 13:58:28,待办,工作,交季度报告,,,否,1,,,,否,,,,下周三,,,,,
双十一记得提醒我抢购那个限量款包包,`2025-06-27 13:58:28,待办,购物,抢购限量款包包,,,否,1,,,,否,,,,,,,,双十一,
每月5号水电费缴，设置个周期性提醒,`2025-06-27 13:58:28,待办,健康,每月5号水电费缴,,,否,1,,,,是,月,5,,每月5日,,,,,
这周五晚上7点跟朋友视频通话，帮我记着,`2025-06-27 13:58:28,日程,约见,跟朋友视频通话,,朋友,是,0,`2025-06-27 19:00:00,,,否,,,,这周五,晚上7点,,,,
下个月15号是妈妈生日，提前一周提醒我准备礼物,`2025-06-27 13:58:28,待办,家庭,准备礼物,,妈妈,否,1,,,,否,,,,下个月15号,,,,下个月8号,
周四中午12点跟客户约了饭局，帮我记下餐厅地址,`2025-06-27 13:58:28,日程,应酬,跟客户约了饭局,餐厅,客户,是,0,`2025-07-03 12:00:00,,,否,,,,周四,中午12点,,,,
帮我记下周五下午三点要和客户视频会议，记得提前测试设备,`2025-06-27 13:58:28,日程,会议,和客户视频会议,,客户,是,0,`2025-06-27 15:00:00,,,否,,,,周五,下午三点,,,,
周三别忘了预订周末野餐的食材，清单在手机备忘录里,`2025-06-27 13:58:28,待办,购物,预订周末野餐的食材,,,否,1,,,,否,,,,周末,,,,周三,
提醒我每天九点给猫主子喂药，持续一周,`2025-06-27 13:58:28,待办,健康,给猫主子喂药,,猫主子,是,0,`2025-06-27 09:00:00,`2025-07-04 20:00:00,`2025-06-28 09:00:00,是,日,1,2025-07-04 20:00:00,,每天九点,,,,
下个月五号是老妈生日，提前两天提醒我买礼物,`2025-06-27 13:58:28,待办,家庭,买礼物,,老妈,否,1,,,,否,,,,下个月五号,,,,下个月三号,
这周六健身房的私教课改到下午四点，别记错时间了,`2025-06-27 13:58:28,日程,运动,健身房的私教课,,,是,0,`2025-06-28 16:00:00,,,否,,,,这周六,下午四点,,,,
记得每周日晚上整理下周的工作计划，循环提醒,`2025-06-27 13:58:28,待办,工作,整理下周的工作计划,,,否,1,,,,是,周,7,,每周日,晚上,,,,
下周三交房租，帮我记着从工资卡里转账,`2025-06-27 13:58:28,待办,财务,交房租,,,否,1,,,,否,,,,下周三,,,,下周三,
下个月十号要带狗去打疫苗，提前一天提醒我预约,`2025-06-27 13:58:28,待办,健康,带狗去打疫苗,,,否,1,,,,否,,,,下个月十号,,,,下个月九号,
帮我记着每个月15号给盆栽换水施肥,`2025-06-27 13:58:28,待办,健康,给盆栽换水施肥,,,否,1,,,,是,月,15,,每个月15号,,,,,
明天下午三点要去看牙医，记得提前半小时出门,`2025-06-27 13:58:28,日程,就医,去看牙医,,,是,0,`2025-06-28 15:00:00,,`2025-06-28 14:30:00,否,,,,明天,下午三点,,,明天,下午两点三十分
周末记得买生日礼物给妈妈，她最喜欢鲜花,`2025-06-27 13:58:28,待办,购物,买生日礼物给妈妈,,妈妈,否,1,,,,否,,,,,,,,周末,
下周三项目汇报，提前把PPT再检查两遍,`2025-06-27 13:58:28,待办,工作,检查PPT,,,否,1,,,,否,,,,,,,,,
周五晚上约了健身教练，别又偷懒不去了,`2025-06-27 13:58:28,日程,运动,约了健身教练,,健身教练,否,1,,,,否,,,,周五晚上,晚上,,,,
提醒我每天喝水，每隔两小时喝一杯,`2025-06-27 13:58:28,待办,健康,喝水,,,是,0,`2025-06-27 14:00:00,,`2025-06-27 14:00:00,是,日,1,,,,,,,
这周六小区停电，记得把充电宝都充满,`2025-06-27 13:58:28,待办,生活,小区停电，记得把充电宝都充满,,,否,1,,,,否,,,,,,,,这周六,
下个月5号要交房租，提前准备好现金,`2025-06-27 13:58:28,待办,生活,交房租,,,否,1,,,,否,,,,下个月5号,,,,,
下周二宝宝打疫苗，千万别睡过头,`2025-06-27 13:58:28,日程,健康,宝宝打疫苗,,宝宝,否,1,,,,否,,,,下周二,,,,,
别忘了这周日调闹钟，要参加闺蜜的婚礼,`2025-06-27 13:58:28,待办,生活,调闹钟,,闺蜜,否,1,,,,否,,,,这周日,,,,,
下午三点提醒我和老王开周例会  ,`2025-06-27 13:58:28,待办,会议,和老王开周例会,,老王,是,0,`2025-06-27 15:00:00,,`2025-06-27 15:00:00,否,,,,,下午3点,,,今天,下午3点
明天早上九点记得给我妈妈打电话  ,`2025-06-27 13:58:28,待办,,给妈妈打电话,,妈妈,是,0,`2025-06-28 09:00:00,,`2025-06-28 09:00:00,否,,,,明天,早上九点,,,明天,早上九点
周五下班前要提交季度报告初稿  ,`2025-06-27 13:58:28,待办,工作,提交季度报告初稿,,,否,1,,,,否,,,,,,,,,
周六上午十点健身房私教课别迟到  ,`2025-06-27 13:58:28,日程,运动,健身房私教课,,,是,0,`2025-06-28 10:00:00,,,否,,,,周六,上午十点,,,,
下个月5号交房租水电记得提醒我,`2025-06-27 13:58:28,待办,生活,交房租水电,,,否,1,,,,否,,,,下个月5号,,,,下个月5号,
这周四晚上七点半姐妹聚餐订好位置了,`2025-06-27 13:58:28,日程,约见,姐妹聚餐订好位置了,,姐妹,是,0,`2025-06-26 19:30:00,,,否,,,,这周四,晚上七点半,,,,
每天早上八点吃药别忘了  ,`2025-06-27 13:58:28,待办,健康,吃药,,,是,0,`2025-06-28 08:00:00,,`2025-06-28 08:00:00,是,日,1,,,早上8点,,,,
月底前把车送去4s店保养,`2025-06-27 13:58:28,待办,健康,把车送去4s店保养,4s店,,否,1,,,,否,,,,月底前,,,,,
下周日带宝宝去打疫苗要提前挂号,`2025-06-27 13:58:28,日程,健康,带宝宝去打疫苗,,宝宝,否,1,,,,否,,,,下周日,,,,,
帮我记一下明天下午3点要和客户视频会议，记得提前10分钟提醒我,`2025-06-27 13:58:28,日程,会议,和客户视频会议,,客户,是,0,`2025-06-28 15:00:00,,`2025-06-28 14:50:00,否,,,,明天,下午3点,,,明天,下午2点50分
周五晚上7点约了朋友在万达吃饭，别忘了提醒我,`2025-06-27 13:58:28,日程,约见,约了朋友在万达吃饭,万达,朋友,是,0,`2025-06-27 19:00:00,,`2025-06-27 19:00:00,否,,,,周五,晚上7点,,,周五,晚上7点
下周三体检，帮我设置一个当天早上8点的提醒，记得让我带身份证,`2025-06-27 13:58:28,待办,健康,体检,,,是,0,`2025-06-28 08:00:00,,`2025-07-02 08:00:00,否,,,,,早上8点,,,下周三,早上8点
这周六我妈生日，晚上6点提醒我给家里打个视频电话,`2025-06-27 13:58:28,待办,家庭,给家里打个视频电话,,我妈,是,0,`2025-06-28 18:00:00,,`2025-06-28 18:00:00,否,,,,这周六,晚上6点,,,这周六,晚上6点
每周二和周四晚上8点提醒我去健身房，持续一个月,`2025-06-27 13:58:28,待办,运动,去健身房,,,是,0,`2025-06-27 20:00:00,,`2025-06-27 20:00:00,是,周,"2,4",2025-07-31 20:00:00,,晚上8点,,,,晚上8点
双十一凌晨提醒我抢购，设个12点的闹钟,`2025-06-27 13:58:28,待办,购物,抢购,,,是,0,`2025-11-11 12:00:00,,`2025-11-11 12:00:00,否,,,,双十一,12点,,,双十一,12点
下个月5号是还款日，提醒我上午还信用卡,`2025-06-27 13:58:28,待办,健康,还信用卡,,,否,1,,,,否,,,,下个月5号,上午,,,下个月5号,上午
每天早上8点半提醒我吃维生素，要重复的,`2025-06-27 13:58:28,待办,健康,吃维生素,,,是,0,`2025-06-28 08:30:00,,`2025-06-28 08:30:00,是,日,1,,,早上8点半,,,,早上8点半
后天下午2点预约了医生，帮我记着点,`2025-06-27 13:58:28,日程,就医,预约了医生,,,是,0,`2025-06-29 14:00:00,,,否,,,,后天,下午2点,,,,
每周日晚上9点提醒我整理下周的工作计划,`2025-06-27 13:58:28,待办,工作,整理下周的工作计划,,,是,0,`2025-06-27 21:00:00,,`2025-06-29 21:00:00,是,周,7,,,晚上9点,,,每周日,晚上9点
明天下班后要去超市买牛奶和鸡蛋,`2025-06-27 13:58:28,待办,购物,买牛奶和鸡蛋,超市,,否,1,,,,否,,,,明天,,,,,
下周三下午三点有个重要的客户会议,`2025-06-27 13:58:28,日程,会议,重要的客户会议,,客户,是,0,`2025-07-02 15:00:00,,,否,,,,下周三,下午三点,,,,
记得提醒我每周五晚上给妈妈打电话,`2025-06-27 13:58:28,待办,通讯,给妈妈打电话,,妈妈,是,0,`2025-06-27 20:00:00,,`2025-06-27 20:00:00,是,周,5,,,每周五晚上,,,,每周五晚上
帮我记一下本月28号是信用卡还款日,`2025-06-27 13:58:28,待办,财务,信用卡还款,,,否,1,,,,否,,,,本月28号,,,,本月28号,
周五要交项目方案初稿，提前两天提醒我一下,`2025-06-27 13:58:28,待办,工作,交项目方案初稿,,,否,1,,,,否,,,,周五,,,,周三,
下个月10号闺蜜生日，别忘了准备礼物,`2025-06-27 13:58:28,待办,礼物,准备礼物,,闺蜜,否,1,,,,否,,,,下个月10号,,,,,
每周二和周四晚上7点有瑜伽课,`2025-06-27 13:58:28,日程,运动,瑜伽课,,,是,0,`2025-06-27 19:00:00,`2025-06-30 20:00:00,,是,周,"2,4",,,晚上7点,,,,
这周六约了中介看房，地址发你微信了,`2025-06-27 13:58:28,日程,约见,约了中介看房,,中介,否,1,,,,否,,,,这周六,,,,,
下周二医生复诊预约在上午10点半,`2025-06-27 13:58:28,日程,就医,医生复诊预约,,医生,是,0,`2025-07-01 10:30:00,,,否,,,,下周二,上午10点半,,,,
帮我设置每天早上8点的喝水提醒,`2025-06-27 13:58:28,待办,健康,喝水,,,是,0,`2025-06-28 08:00:00,,`2025-06-28 08:00:00,是,日,1,,,早上8点,,,,早上8点
后天下午3点记得提醒我去牙医那里复诊,`2025-06-27 13:58:28,待办,就医,去牙医那里复诊,牙医,,是,0,`2025-06-27 15:00:00,,`2025-06-29 15:00:00,否,,,,,下午3点,,,后天,下午3点
这周末要带宝宝去打疫苗，千万别忘了  ,`2025-06-27 13:58:28,日程,健康,带宝宝去打疫苗,,宝宝,否,1,,,,否,,,,这周末,,,,,
下周三之前得把季度报告发给领导，很重要  ,`2025-06-27 13:58:28,待办,工作,把季度报告发给领导,,领导,否,1,,,,否,,,,下周三,,,,,
晚上8点健身课，帮我记一下,`2025-06-27 13:58:28,日程,运动,健身课,,,是,0,`2025-06-27 20:00:00,,,否,,,,,晚上8点,,,,
