query_hist,current_time,生成结果
用户:下周一下午3点到5点有个项目评审会; 你:收到咧，在哪儿开呀？; 用户:改到下周二上午10点开。; 你:好嘞，提前15分钟叫你，行不？; 用户:别定闹钟了，我自己记得住。; 你:收到啦，要持续多久呀？; 用户:大概1个小时吧。,2025-06-24 09:22:13,"{""result"":{""memory_type"":""日程"",""memory_subtype"":""会议"",""content"":""项目评审会"",""place"":"""",""related_person"":"""",""start_date_chinese"":""下周二"",""start_time_chinese"":""上午10点"",""start_time_has_hour"":""是"",""start_time_not_right"":""0"",""start_time"":""2025-07-01 10:00:00"",""end_time"":""2025-07-01 11:00:00"",""remind_time"":"""",""is_repeat_time"":""否"",""repeat_freq"":"""",""repeat_value"":"""",""repeat_last_time"":"""",""current_time"":""2025-06-24 09:22:13""}}"
"用户:后天上午我要去医院体检; 你:好的，啥时候开始？; 用户:上午九点开始; 你:好嘞，啥时候提醒你？; 用户:明天下午三点提醒我一下。  ",2025-06-24 20:07:34,"{""result"":{""memory_type"":""日程"",""memory_subtype"":""就医"",""content"":""去医院体检"",""place"":"""",""related_person"":"""",""start_date_chinese"":""后天"",""start_time_chinese"":""上午九点"",""start_time_has_hour"":""是"",""start_time_not_right"":""0"",""start_time"":""2025-06-26 09:00:00"",""end_time"":"""",""remind_time"":""2025-06-25 15:00:00"",""is_repeat_time"":""否"",""repeat_freq"":"""",""repeat_value"":"""",""repeat_last_time"":"""",""current_time"":""2025-06-24 20:07:34""}}"
用户:明天下午4点约了张总谈合作; 你:好的，要开多久啊？在哪儿开呀？; 用户:大概1小时吧，就在公司会议室。; 你:好嘞，提前15分钟提醒你哈？; 用户:好的,2025-06-25 23:40:14,"{""result"":{""memory_type"":""日程"",""memory_subtype"":""会议"",""content"":""约了张总谈合作"",""place"":""公司会议室"",""related_person"":""张总"",""start_date_chinese"":""明天"",""start_time_chinese"":""下午4点"",""start_time_has_hour"":""是"",""start_time_not_right"":""0"",""start_time"":""2025-06-26 16:00:00"",""end_time"":""2025-06-26 17:00:00"",""remind_time"":""2025-06-26 15:45:00"",""is_repeat_time"":""否"",""repeat_freq"":"""",""repeat_value"":"""",""repeat_last_time"":"""",""current_time"":""2025-06-25 23:40:14""}}"
用户:这周六上午10点要去接机; 你:周六上午10点到上午11点已经有线上会议了。去接机要换个时间吗？; 用户:调整接机到下周日。; 你:没问题，提前3小时叫你，可以吗？; 用户:好的，没问题。,2025-06-27 16:01:37,"{""result"":{""memory_type"":""日程"",""memory_subtype"":""约见"",""content"":""去接机"",""place"":"""",""related_person"":"""",""start_date_chinese"":""下周日"",""start_time_chinese"":""上午10点"",""start_time_has_hour"":""是"",""start_time_not_right"":""0"",""start_time"":""2025-07-06 10:00:00"",""end_time"":""2025-07-06 11:00:00"",""remind_time"":""2025-07-06 07:00:00"",""is_repeat_time"":""否"",""repeat_freq"":"""",""repeat_value"":"""",""repeat_last_time"":"""",""current_time"":""2025-06-27 16:01:37""}}"
用户:下周三全天要参加行业峰会; 你:好嘞，在哪儿开呀？; 用户:上海国际会展中心; 你:好的，周三晚上8点提醒你，行不？; 用户:好的，没问题。,2025-06-26 10:25:39,"{""result"":{""memory_type"":""日程"",""memory_subtype"":""会议"",""content"":""参加行业峰会"",""place"":""上海国际会展中心"",""related_person"":"""",""start_date_chinese"":""下周三"",""start_time_chinese"":""全天"",""start_time_has_hour"":""是"",""start_time_not_right"":""0"",""start_time"":""2025-07-02 08:00:00"",""end_time"":""2025-07-02 20:00:00"",""remind_time"":""2025-07-02 20:00:00"",""is_repeat_time"":""否"",""repeat_freq"":"""",""repeat_value"":"""",""repeat_last_time"":"""",""current_time"":""2025-06-26 10:25:39""}}"
用户:周四下午3点到4点有个电话会议; 你:好嘞，在哪儿开呀？; 用户:视频会议; 你:好嘞，提前15分钟提醒你，行不？; 用户:好的，没问题。,2025-06-27 03:53:19,"{""result"":{""memory_type"":""日程"",""memory_subtype"":""会议"",""content"":""有个电话会议"",""place"":""视频会议"",""related_person"":"""",""start_date_chinese"":""周四"",""start_time_chinese"":""下午3点到4点"",""start_time_has_hour"":""是"",""start_time_not_right"":""0"",""start_time"":""2025-07-03 15:00:00"",""end_time"":""2025-07-03 16:00:00"",""remind_time"":""2025-07-03 14:45:00"",""is_repeat_time"":""否"",""repeat_freq"":"""",""repeat_value"":"""",""repeat_last_time"":"""",""current_time"":""2025-06-27 03:53:19""}}"
用户:下个月5号要交季度报告; 你:好嘞，啥时候开始？; 用户:下午两点; 你:下午两点已经被社团活动占了。下个月5号要交季度报告需要改个时间吗？; 用户:不用改，我可以提前完成社团活动。; 你:没问题，啥时候提醒你？; 用户:下午一点,2025-06-27 01:57:03,"{""result"":{""memory_type"":""待办"",""memory_subtype"":""工作"",""content"":""下个月5号要交季度报告"",""place"":"""",""related_person"":"""",""start_date_chinese"":""下个月5号"",""start_time_chinese"":""下午两点"",""start_time_has_hour"":""是"",""start_time_not_right"":""0"",""start_time"":""2025-07-05 14:00:00"",""end_time"":"""",""remind_time"":""2025-07-05 13:00:00"",""is_repeat_time"":""否"",""repeat_freq"":"""",""repeat_value"":"""",""repeat_last_time"":"""",""current_time"":""2025-06-27 01:57:03""}}"
"用户:明天中午12点和李经理吃饭; 你:没问题，要多久啊？在哪碰头？; 用户:大概一小时，停车场见。; 你:没问题，啥时候提醒你？; 用户:11点。  ",2025-06-29 06:22:03,"{""result"":{""memory_type"":""日程"",""memory_subtype"":""约见"",""content"":""和李经理吃饭"",""place"":""停车场"",""related_person"":""李经理"",""start_date_chinese"":""明天"",""start_time_chinese"":""中午12点"",""start_time_has_hour"":""是"",""start_time_not_right"":""0"",""start_time"":""2025-06-30 12:00:00"",""end_time"":""2025-06-30 13:00:00"",""remind_time"":""2025-06-30 11:00:00"",""is_repeat_time"":""否"",""repeat_freq"":"""",""repeat_value"":"""",""repeat_last_time"":"""",""current_time"":""2025-06-29 06:22:03""}}"
用户:下周二上午9点要面试新人; 你:上午9点已经被到客户公司带合同副本占了。面试新人需要改个时间吗？; 用户:好的，那把面试时间调整到下周二上午10点吧。;你:好的，要开多久啊？在哪儿开呀？; 用户:面试预计开1小时，地点在公司会议室。; 你:提前15分钟提醒你啊？; 用户:好的，没问题。,2025-06-28 13:33:28,"{""result"":{""memory_type"":""日程"",""memory_subtype"":""会议"",""content"":""面试新人"",""place"":""公司会议室"",""related_person"":"""",""start_date_chinese"":""下周二"",""start_time_chinese"":""上午10点"",""start_time_has_hour"":""是"",""start_time_not_right"":""0"",""start_time"":""2025-07-01 10:00:00"",""end_time"":""2025-07-01 11:00:00"",""remind_time"":""2025-07-01 09:45:00"",""is_repeat_time"":""否"",""repeat_freq"":"""",""repeat_value"":"""",""repeat_last_time"":"""",""current_time"":""2025-06-28 13:33:28""}}"
用户:这周五晚上6点参加同学聚会; 你:没问题，哪儿见呀？; 用户:在市中心的餐厅。; 你:收到啦，啥时候提醒你呀？; 用户:提前2小时提醒,2025-06-29 15:42:17,"{""result"":{""memory_type"":""日程"",""memory_subtype"":""约见"",""content"":""参加同学聚会"",""place"":""市中心的餐厅"",""related_person"":"""",""start_date_chinese"":""这周五"",""start_time_chinese"":""晚上6点"",""start_time_has_hour"":""是"",""start_time_not_right"":""0"",""start_time"":""2025-07-04 18:00:00"",""end_time"":"""",""remind_time"":""2025-07-04 16:00:00"",""is_repeat_time"":""否"",""repeat_freq"":"""",""repeat_value"":"""",""repeat_last_time"":"""",""current_time"":""2025-06-29 15:42:17""}}"
"用户:明天早上8点要赶高铁; 你:好嘞，提前仨小时叫你哈？; 用户:别三小时了，提前俩小时就行。  ",2025-06-26 06:53:31,"{""result"":{""memory_type"":""日程"",""memory_subtype"":""出行"",""content"":""赶高铁"",""place"":"""",""related_person"":"""",""start_date_chinese"":""明天"",""start_time_chinese"":""早上8点"",""start_time_has_hour"":""是"",""start_time_not_right"":""0"",""start_time"":""2025-06-27 08:00:00"",""end_time"":"""",""remind_time"":""2025-06-27 06:00:00"",""is_repeat_time"":""否"",""repeat_freq"":"""",""repeat_value"":"""",""repeat_last_time"":"""",""current_time"":""2025-06-26 06:53:31""}}"
用户:下周三下午2点到4点参加培训; 你:下周三下午两点到下午4点，有2个日程，参加培训要换个时间吗？; 用户:这个时间对我没问题，不需要调整。; 你:没问题，在哪儿开会？; 用户:会议室A; 你:好的，提前15分钟叫你成吗？; 用户:成，谢谢。,2025-06-26 19:47:55,"{""result"":{""memory_type"":""日程"",""memory_subtype"":""会议"",""content"":""参加培训"",""place"":""会议室A"",""related_person"":"""",""start_date_chinese"":""下周三"",""start_time_chinese"":""下午2点"",""start_time_has_hour"":""是"",""start_time_not_right"":""0"",""start_time"":""2025-07-02 14:00:00"",""end_time"":""2025-07-02 16:00:00"",""remind_time"":""2025-07-02 13:45:00"",""is_repeat_time"":""否"",""repeat_freq"":"""",""repeat_value"":"""",""repeat_last_time"":"""",""current_time"":""2025-06-26 19:47:55""}}"
用户:这周日全天家庭日; 你:好嘞，提前一天晚上8点提醒你，行吗？用户: 可以,2025-06-24 20:42:31,"{""result"":{""memory_type"":""日程"",""memory_subtype"":""家庭"",""content"":""这周日全天家庭日"",""place"":"""",""related_person"":"""",""start_date_chinese"":""这周日"",""start_time_chinese"":""全天"",""start_time_has_hour"":""是"",""start_time_not_right"":""0"",""start_time"":""2025-06-28 08:00:00"",""end_time"":""2025-06-28 20:00:00"",""remind_time"":""2025-06-27 20:00:00"",""is_repeat_time"":""否"",""repeat_freq"":"""",""repeat_value"":"""",""repeat_last_time"":"""",""current_time"":""2025-06-24 20:42:31""}}"
用户:下周五下午3点要见投资人; 你:下周五下午3点到下午4点已经有部门例会了。下周五下午3点要见投资人要换个时间吗？; 用户:好。,2025-06-26 00:32:21,"{""result"":{""memory_type"":""日程"",""memory_subtype"":""约见"",""content"":""见投资人"",""place"":"""",""related_person"":""投资人"",""start_date_chinese"":""下周五"",""start_time_chinese"":""下午3点"",""start_time_has_hour"":""是"",""start_time_not_right"":""0"",""start_time"":""2025-07-04 15:00:00"",""end_time"":""2025-07-04 16:00:00"",""remind_time"":"""",""is_repeat_time"":""否"",""repeat_freq"":"""",""repeat_value"":"""",""repeat_last_time"":"""",""current_time"":""2025-06-26 00:32:21""}}"
用户:下周五下午3点要见投资人; 你:下周五下午3点到下午4点已经有部门例会了。下周五下午3点要见投资人要换个时间吗？; 用户:好，改到4点。,2025-06-29 18:27:45,"{""result"":{""memory_type"":""日程"",""memory_subtype"":""约见"",""content"":""见投资人"",""place"":"""",""related_person"":"""",""start_date_chinese"":""下周五"",""start_time_chinese"":""下午3点"",""start_time_has_hour"":""是"",""start_time_not_right"":""0"",""start_time"":""2025-07-04 16:00:00"",""end_time"":""2025-07-04 17:00:00"",""remind_time"":"""",""is_repeat_time"":""否"",""repeat_freq"":"""",""repeat_value"":"""",""repeat_last_time"":"""",""current_time"":""2025-06-29 18:27:45""}}"
"用户:过几天要去北京出差; 你:收到啦，啥时候开始啊？; 用户:下周二早上八点; 你:好嘞，提前3小时叫你成不？; 用户:改成下周三走吧，周二不太方便。; ",2025-06-28 21:20:14,"{""result"":{""memory_type"":""日程"",""memory_subtype"":""差旅"",""content"":""去北京出差"",""place"":""北京"",""related_person"":"""",""start_date_chinese"":""下周三"",""start_time_chinese"":""早上八点"",""start_time_has_hour"":""是"",""start_time_not_right"":""0"",""start_time"":""2025-07-02 08:00:00"",""end_time"":"""",""remind_time"":""2025-07-02 05:00:00"",""is_repeat_time"":""否"",""repeat_freq"":"""",""repeat_value"":"""",""repeat_last_time"":"""",""current_time"":""2025-06-28 21:20:14""}}"
用户:明天晚上7点看牙医; 你:明天下午6点到晚上8点已经有面试了。看牙医要换个时间吗？; 用户:好的，那我改到明天上午10点吧。; 你:好嘞，啥时候提醒你？; 用户:提前10分钟提醒。,2025-06-28 05:14:27,"{""result"":{""memory_type"":""日程"",""memory_subtype"":""就医"",""content"":""看牙医"",""place"":"""",""related_person"":"""",""start_date_chinese"":""明天"",""start_time_chinese"":""上午10点"",""start_time_has_hour"":""是"",""start_time_not_right"":""0"",""start_time"":""2025-06-29 10:00:00"",""end_time"":""2025-06-29 11:00:00"",""remind_time"":""2025-06-29 09:50:00"",""is_repeat_time"":""否"",""repeat_freq"":"""",""repeat_value"":"""",""repeat_last_time"":"""",""current_time"":""2025-06-28 05:14:27""}}"
"用户:帮我记一下明天下午的客户会议; 你:啥时候开始啊？要多久？; 用户:后天上午九点，预计两小时。; 你:下周二上午10点到上午11点，还有项目评审会，可能比较赶，客户会议要换个时间吗？; 用户:客户会议可以改到下周三上午9点; ",2025-06-29 02:41:45,"{""result"":{""memory_type"":""日程"",""memory_subtype"":""会议"",""content"":""客户会议"",""place"":"""",""related_person"":""客户"",""start_date_chinese"":""下周三"",""start_time_chinese"":""上午9点"",""start_time_has_hour"":""是"",""start_time_not_right"":""0"",""start_time"":""2025-07-02 09:00:00"",""end_time"":""2025-07-02 11:00:00"",""remind_time"":"""",""is_repeat_time"":""否"",""repeat_freq"":"""",""repeat_value"":"""",""repeat_last_time"":"""",""current_time"":""2025-06-29 02:41:45""}}"
"用户:提醒我今晚健身; 你:没问题，几点提醒你？; 用户:晚上8点提醒我  ",2025-06-29 13:43:46,"{""result"":{""memory_type"":""待办"",""memory_subtype"":""运动"",""content"":""健身"",""place"":"""",""related_person"":"""",""start_date_chinese"":"""",""start_time_chinese"":"""",""start_time_has_hour"":""是"",""start_time_not_right"":""0"",""start_time"":""2025-06-29 20:00:00"",""end_time"":"""",""remind_time"":""2025-06-29 20:00:00"",""is_repeat_time"":""否"",""repeat_freq"":"""",""repeat_value"":"""",""repeat_last_time"":"""",""current_time"":""2025-06-29 13:43:46""}}"
用户:帮我记下明天要买生日礼物; 你:好嘞，啥时候提醒你？; 用户:明天下午2点提醒我。,2025-06-28 00:33:21,"{""result"":{""memory_type"":""待办"",""memory_subtype"":""购物"",""content"":""明天要买生日礼物"",""place"":"""",""related_person"":"""",""start_date_chinese"":""明天"",""start_time_chinese"":""下午2点"",""start_time_has_hour"":""是"",""start_time_not_right"":""0"",""start_time"":""2025-06-29 14:00:00"",""end_time"":"""",""remind_time"":""2025-06-29 14:00:00"",""is_repeat_time"":""否"",""repeat_freq"":"""",""repeat_value"":"""",""repeat_last_time"":"""",""current_time"":""2025-06-28 00:33:21""}}"
用户:记下周三团队聚餐; 你:好嘞，啥时候开始？; 用户:下周三晚上六点开始; 你:下周三下午6点到晚上9点已经有同学聚会了。下周三团队聚餐要换个时间吗？; 用户:改到周四晚上六点你:那我提前多久提醒你呀？; 用户:设置开始前10分钟提醒。,2025-06-30 09:48:18,"{""result"":{""memory_type"":""日程"",""memory_subtype"":""约见"",""content"":""团队聚餐"",""place"":"""",""related_person"":"""",""start_date_chinese"":""下周三"",""start_time_chinese"":""晚上六点"",""start_time_has_hour"":""是"",""start_time_not_right"":""0"",""start_time"":""2025-07-09 18:00:00"",""end_time"":""2025-07-09 21:00:00"",""remind_time"":""2025-07-09 17:50:00"",""is_repeat_time"":""否"",""repeat_freq"":"""",""repeat_value"":"""",""repeat_last_time"":"""",""current_time"":""2025-06-30 09:48:18""}}"
用户:提醒我明天给妈妈打电话; 你:没问题，几点提醒你？; 用户:中午十二点提醒我,2025-06-25 12:08:07,"{""result"":{""memory_type"":""待办"",""memory_subtype"":""通讯"",""content"":""给妈妈打电话"",""place"":"""",""related_person"":""妈妈"",""start_date_chinese"":""明天"",""start_time_chinese"":""中午十二点"",""start_time_has_hour"":""是"",""start_time_not_right"":""0"",""start_time"":""2025-06-26 12:00:00"",""end_time"":"""",""remind_time"":""2025-06-26 12:00:00"",""is_repeat_time"":""否"",""repeat_freq"":"""",""repeat_value"":"""",""repeat_last_time"":"""",""current_time"":""2025-06-25 12:08:07""}}"
"用户:记下下周要出差; 你:好嘞，啥时候开始？; 用户:下周一下午两点; 你:周日下午两点到下午3点已经有拍全家福了。出差要换个时间吗？; 用户:不改。; ",2025-06-27 12:05:49,"{""result"":{""memory_type"":""日程"",""memory_subtype"":""差旅"",""content"":""下周要出差"",""place"":"""",""related_person"":"""",""start_date_chinese"":""下周一下午"",""start_time_chinese"":""两点"",""start_time_has_hour"":""是"",""start_time_not_right"":""0"",""start_time"":""2025-06-30 14:00:00"",""end_time"":""2025-06-30 15:00:00"",""remind_time"":"""",""is_repeat_time"":""否"",""repeat_freq"":"""",""repeat_value"":"""",""repeat_last_time"":"""",""current_time"":""2025-06-27 12:05:49""}}"
"用户:帮我记下每月15号交房租; 你:好嘞，几点提醒你？; 用户:上午十点提醒我  ",2025-06-25 19:19:20,"{""result"":{""memory_type"":""待办"",""memory_subtype"":""生活"",""content"":""每月15号交房租"",""place"":"""",""related_person"":"""",""start_date_chinese"":""每月15号"",""start_time_chinese"":"""",""start_time_has_hour"":""否"",""start_time_not_right"":""0"",""start_time"":"""",""end_time"":"""",""remind_time"":"""",""is_repeat_time"":""是"",""repeat_freq"":""月"",""repeat_value"":""15"",""repeat_last_time"":"""",""current_time"":""2025-06-25 19:19:20""}}"
"用户:记下周末要洗车; 你:没问题，啥时候提醒你？; 用户:今晚10点提醒我; ",2025-06-26 01:03:23,"{""result"":{""memory_type"":""待办"",""memory_subtype"":""生活"",""content"":""周末要洗车"",""place"":"""",""related_person"":"""",""start_date_chinese"":"""",""start_time_chinese"":"""",""start_time_has_hour"":""否"",""start_time_not_right"":""0"",""start_time"":"""",""end_time"":"""",""remind_time"":"""",""is_repeat_time"":""否"",""repeat_freq"":"""",""repeat_value"":"""",""repeat_last_time"":"""",""current_time"":""2025-06-26 01:03:23""}}"
用户:提醒我明天带文件; 你:好嘞，几点提醒你？; 用户:明天早上8点提醒我带文件。,2025-06-25 10:55:33,"{""result"":{""memory_type"":""待办"",""memory_subtype"":""工作"",""content"":""带文件"",""place"":"""",""related_person"":"""",""start_date_chinese"":""明天"",""start_time_chinese"":""早上8点"",""start_time_has_hour"":""是"",""start_time_not_right"":""0"",""start_time"":""2025-06-26 08:00:00"",""end_time"":"""",""remind_time"":""2025-06-26 08:00:00"",""is_repeat_time"":""否"",""repeat_freq"":"""",""repeat_value"":"""",""repeat_last_time"":"""",""current_time"":""2025-06-25 10:55:33""}}"
用户:记下下周一项目汇报; 你:好呀，啥时候开始？要多久啊？; 用户:下周一上午11点开始，应该很快，20分钟左右。你:那啥时候提醒你啊？; 用户:提前15分钟。,2025-06-24 10:15:10,"{""result"":{""memory_type"":""日程"",""memory_subtype"":""会议"",""content"":""下周一项目汇报"",""place"":"""",""related_person"":"""",""start_date_chinese"":""下周一"",""start_time_chinese"":""上午11点"",""start_time_has_hour"":""是"",""start_time_not_right"":""0"",""start_time"":""2025-06-30 11:00:00"",""end_time"":""2025-06-30 11:20:00"",""remind_time"":""2025-06-30 10:45:00"",""is_repeat_time"":""否"",""repeat_freq"":"""",""repeat_value"":"""",""repeat_last_time"":"""",""current_time"":""2025-06-24 10:15:10""}}"
用户:记下月底要交报销单; 你:好嘞，啥时候提醒你？; 用户:后天下午三点提醒我,2025-06-26 14:39:43,"{""result"":{""memory_type"":""待办"",""memory_subtype"":""工作"",""content"":""月底要交报销单"",""place"":"""",""related_person"":"""",""start_date_chinese"":"""",""start_time_chinese"":"""",""start_time_has_hour"":""是"",""start_time_not_right"":""0"",""start_time"":""2025-07-01 15:00:00"",""end_time"":"""",""remind_time"":""2025-07-01 15:00:00"",""is_repeat_time"":""否"",""repeat_freq"":"""",""repeat_value"":"""",""repeat_last_time"":"""",""current_time"":""2025-06-26 14:39:43""}}"
用户:帮我记下周六同学聚会; 你:好嘞，啥时候开始？多久啊？; 用户:下午三点开始，大概两小时; 你:周六下午3点到下午5点已经有同学聚餐了。同学聚会要换个时间吗？; 用户:那把聚会改到周日下午4点开始吧,2025-06-28 22:54:01,"{""result"":{""memory_type"":""日程"",""memory_subtype"":""约见"",""content"":""同学聚会"",""place"":"""",""related_person"":""同学"",""start_date_chinese"":""周日"",""start_time_chinese"":""下午4点"",""start_time_has_hour"":""是"",""start_time_not_right"":""0"",""start_time"":""2025-06-29 16:00:00"",""end_time"":""2025-06-29 18:00:00"",""remind_time"":"""",""is_repeat_time"":""否"",""repeat_freq"":"""",""repeat_value"":"""",""repeat_last_time"":"""",""current_time"":""2025-06-28 22:54:01""}}"
用户:提醒我明天取干洗衣物; 你:好嘞，几点提醒你？; 用户:七点提醒我，谢谢。;,2025-06-29 09:42:52,"{""result"":{""memory_type"":""待办"",""memory_subtype"":""生活"",""content"":""取干洗衣物"",""place"":"""",""related_person"":"""",""start_date_chinese"":""明天"",""start_time_chinese"":"""",""start_time_has_hour"":""否"",""start_time_not_right"":""1"",""start_time"":"""",""end_time"":"""",""remind_time"":"""",""is_repeat_time"":""否"",""repeat_freq"":"""",""repeat_value"":"""",""repeat_last_time"":"""",""current_time"":""2025-06-29 09:42:52""}}"
用户:下周六全天家具采购,2025-06-30 19:51:58,"{""result"":{""memory_type"":""日程"",""memory_subtype"":""购物"",""content"":""家具采购"",""place"":"""",""related_person"":"""",""start_date_chinese"":""下周六"",""start_time_chinese"":""全天"",""start_time_has_hour"":""是"",""start_time_not_right"":""0"",""start_time"":""2025-07-12 08:00:00"",""end_time"":""2025-07-12 20:00:00"",""remind_time"":"""",""is_repeat_time"":""否"",""repeat_freq"":"""",""repeat_value"":"""",""repeat_last_time"":"""",""current_time"":""2025-06-30 19:51:58""}}"
用户:下周六全天美容; 你:提前一天晚上8点提醒你，好吗？; 用户:好的,2025-06-30 19:51:58,"{""result"":{""memory_type"":""日程"",""memory_subtype"":""健康"",""content"":""美容"",""place"":"""",""related_person"":"""",""start_date_chinese"":""下周六"",""start_time_chinese"":""全天"",""start_time_has_hour"":""是"",""start_time_not_right"":""0"",""start_time"":""2025-07-12 08:00:00"",""end_time"":""2025-07-12 20:00:00"",""remind_time"":""2025-07-11 20:00:00"",""is_repeat_time"":""否"",""repeat_freq"":"""",""repeat_value"":"""",""repeat_last_time"":"""",""current_time"":""2025-06-30 19:51:58""}}"
用户:下周六全天家长会; 你:提前一天晚上8点提醒你，好吗？; 用户:不用提醒这么早，当天提醒我就行,2025-06-30 19:51:58,"{""result"":{""memory_type"":""日程"",""memory_subtype"":""会议"",""content"":""家长会"",""place"":"""",""related_person"":"""",""start_date_chinese"":""下周六"",""start_time_chinese"":""全天"",""start_time_has_hour"":""是"",""start_time_not_right"":""0"",""start_time"":""2025-07-12 08:00:00"",""end_time"":""2025-07-12 20:00:00"",""remind_time"":""2025-07-12 19:51:58"",""is_repeat_time"":""否"",""repeat_freq"":"""",""repeat_value"":"""",""repeat_last_time"":"""",""current_time"":""2025-06-30 19:51:58""}}"
用户:周四早上7点晨跑; 你:是周四早上七点提醒你吗？; 用户:麻烦你把时间调整为周四早上七点十五分。,2025-06-29 08:32:21,"{""result"":{""memory_type"":""日程"",""memory_subtype"":""运动"",""content"":""晨跑"",""place"":"""",""related_person"":"""",""start_date_chinese"":""周四"",""start_time_chinese"":""早上七点十五分"",""start_time_has_hour"":""是"",""start_time_not_right"":""0"",""start_time"":""2025-07-03 07:15:00"",""end_time"":"""",""remind_time"":"""",""is_repeat_time"":""否"",""repeat_freq"":"""",""repeat_value"":"""",""repeat_last_time"":"""",""current_time"":""2025-06-29 08:32:21""}}"
用户:下周一全天在家带娃; 你:周一下午4点到晚上8点，还有健身房私教课，带运动服，可能比较赶，在家带娃要换个时间吗？; 用户:私教课能不能改到周二？我想专心带娃周一整天。; 你:没问题，提前多久提醒你？; 用户:30分钟,2025-06-24 08:57:27,"{""result"":{""memory_type"":""日程"",""memory_subtype"":""家庭"",""content"":""在家带娃"",""place"":"""",""related_person"":"""",""start_date_chinese"":""下周一"",""start_time_chinese"":""全天"",""start_time_has_hour"":""是"",""start_time_not_right"":""0"",""start_time"":""2025-06-30 08:00:00"",""end_time"":""2025-06-30 20:00:00"",""remind_time"":""2025-06-30 07:30:00"",""is_repeat_time"":""否"",""repeat_freq"":"""",""repeat_value"":"""",""repeat_last_time"":"""",""current_time"":""2025-06-24 08:57:27""}}"
用户:明天晚上8点线上课程; 你:明天晚上8点半到晚上9点，还有线上课程，可能比较赶，线上课程要换个时间吗？; 用户:明天晚上8点开始上课，可以稍微延后一点结束时间。; 你:好嘞，啥时候提醒你？; 用户:明天晚上7点50提醒我。,2025-06-24 08:06:38,"{""result"":{""memory_type"":""日程"",""memory_subtype"":""会议"",""content"":""线上课程"",""place"":"""",""related_person"":"""",""start_date_chinese"":""明天"",""start_time_chinese"":""晚上8点"",""start_time_has_hour"":""是"",""start_time_not_right"":""0"",""start_time"":""2025-06-25 20:00:00"",""end_time"":""2025-06-25 21:00:00"",""remind_time"":""2025-06-25 19:50:00"",""is_repeat_time"":""否"",""repeat_freq"":"""",""repeat_value"":"""",""repeat_last_time"":"""",""current_time"":""2025-06-24 08:06:38""}}"
用户:下周日全天装修监工; 你:下周日下午5点半到晚上8点，还有志愿者服务，可能比较赶，装修监工要换个时间吗？; 用户:这个时间确实有点赶，要不把志愿者服务请假一下吧;  你:提前一天晚上8点提醒你，好吗？; 用户:好的,2025-06-28 15:59:06,"{""result"":{""memory_type"":""日程"",""memory_subtype"":""工作"",""content"":""下周日全天装修监工"",""place"":"""",""related_person"":"""",""start_date_chinese"":""下周日"",""start_time_chinese"":""全天"",""start_time_has_hour"":""是"",""start_time_not_right"":""0"",""start_time"":""2025-07-06 08:00:00"",""end_time"":""2025-07-06 20:00:00"",""remind_time"":""2025-07-05 20:00:00"",""is_repeat_time"":""否"",""repeat_freq"":"""",""repeat_value"":"""",""repeat_last_time"":"""",""current_time"":""2025-06-28 15:59:06""}}"
用户:下周四下午5点接机; 你：什么时间提醒你？; 用户:上午十点提醒吧,2025-06-30 22:37:09,"{""result"":{""memory_type"":""日程"",""memory_subtype"":""出行"",""content"":""接机"",""place"":"""",""related_person"":"""",""start_date_chinese"":""下周四"",""start_time_chinese"":""下午5点"",""start_time_has_hour"":""是"",""start_time_not_right"":""0"",""start_time"":""2025-07-10 17:00:00"",""end_time"":"""",""remind_time"":""2025-07-10 10:00:00"",""is_repeat_time"":""否"",""repeat_freq"":"""",""repeat_value"":"""",""repeat_last_time"":"""",""current_time"":""2025-06-30 22:37:09""}}"
用户:下周五晚上6点部门庆功宴; 你:下周五下午6点到晚上7点，有3个日程，部门庆功宴要换个时间吗？; 不改; 你:没问题，提前多久提醒你？; 用户:30分钟,2025-06-26 02:48:48,"{""result"":{""memory_type"":""日程"",""memory_subtype"":""会议"",""content"":""部门庆功宴"",""place"":"""",""related_person"":"""",""start_date_chinese"":""下周五"",""start_time_chinese"":""晚上6点"",""start_time_has_hour"":""是"",""start_time_not_right"":""0"",""start_time"":""2025-07-04 18:00:00"",""end_time"":""2025-07-04 19:00:00"",""remind_time"":""2025-07-04 17:30:00"",""is_repeat_time"":""否"",""repeat_freq"":"""",""repeat_value"":"""",""repeat_last_time"":"""",""current_time"":""2025-06-26 02:48:48""}}"
用户:周六早上8点志愿者服务; 你:周六上午八点提醒你？; 用户:不用提醒,2025-06-28 10:11:20,"{""result"":{""memory_type"":""日程"",""memory_subtype"":""志愿服务"",""content"":""志愿者服务"",""place"":"""",""related_person"":"""",""start_date_chinese"":""周六"",""start_time_chinese"":""早上8点"",""start_time_has_hour"":""是"",""start_time_not_right"":""0"",""start_time"":""2025-06-28 08:00:00"",""end_time"":"""",""remind_time"":"""",""is_repeat_time"":""否"",""repeat_freq"":"""",""repeat_value"":"""",""repeat_last_time"":"""",""current_time"":""2025-06-28 10:11:20"",""is_stop"":true,""reply_content"":""开始时间已经过去了，重说一下呗""}}"
